name,sourcefile,cloneof,year,manufacturer,status
eswatd,segas16b.cpp,eswat,1989,bootleg,good
eswatj,segas16b.cpp,eswat,1989,Sega,good
eswatj1,segas16b.cpp,eswat,1989,Sega,good
eswatj1d,segas16b.cpp,eswat,1989,bootleg,good
eswatjd,segas16b.cpp,eswat,1989,bootleg,good
eswatu,segas16b.cpp,eswat,1989,Sega,good
eswatud,segas16b.cpp,eswat,1989,bootleg,good
eti660,eti660.cpp,,1981,Electronics Today International,good
eturtles,hh_hmcs40.cpp,,1982,Entex,good
europc,europc.cpp,ibm5150,1988,Schneider Rdf. AG,preliminary
evlfight,play_2.cpp,,1980,Playmatic,preliminary
ewf,zac_1.cpp,,1981,Zaccaria,preliminary
excali64,excali64.cpp,,1984,BGR Computers,good
excalibr,gts80b.cpp,,1988,Gottlieb,preliminary
excitbj,lucky74.cpp,,1989,Sega,preliminary
excitebk,vsnes.cpp,,1984,Nintendo,good
excitebka,vsnes.cpp,excitebk,1984,Nintendo,good
excthour,matmania.cpp,matmania,1985,Technos Japan (Taito license),good
exctleag,segas16b.cpp,,1988,Sega,good
exctleagd,segas16b.cpp,exctleag,1988,bootleg,good
exctscc2,champbas.cpp,,1984,Alpha Denshi Co.,good
exctsccr,champbas.cpp,,1983,Alpha Denshi Co.,good
exctsccra,champbas.cpp,exctsccr,1983,Alpha Denshi Co.,good
exctsccrb,champbas.cpp,exctsccr,1983,bootleg (Kazutomi),good
exctsccrj,champbas.cpp,exctsccr,1983,Alpha Denshi Co.,good
exctsccrjo,champbas.cpp,exctsccr,1983,Alpha Denshi Co.,good
exctsccru,champbas.cpp,exctsccr,1983,Alpha Denshi Co.,good
exedexes,exedexes.cpp,,1985,Capcom,good
exeltel,exelv.cpp,exl100,1986,Exelvision,preliminary
exerion,exerion.cpp,,1983,Jaleco,good
exerionb,exerion.cpp,exerion,1983,bootleg,good
exeriont,exerion.cpp,exerion,1983,Jaleco (Taito America license),good
exerizer,skyfox.cpp,skyfox,1987,Jaleco,good
exerizerb,skyfox.cpp,skyfox,1987,bootleg,good
exl100,exelv.cpp,,1984,Exelvision,preliminary
expert10,msx.cpp,expert13,1983,Gradiente,good
expert11,msx.cpp,expert13,1984,Gradiente,good
expert13,msx.cpp,,1984,Gradiente,good
expert20,msx.cpp,,1986,Gradiente,good
expertdp,msx.cpp,,1985,Gradiente,good
expertpl,msx.cpp,,1984,Gradiente,good
explorer,galaxian.cpp,scramble,1981,bootleg (Sidam),good
exprraid,exprraid.cpp,,1986,Data East Corporation,good
exprraidi,exprraid.cpp,exprraid,1986,Data East Corporation,good
exprraidu,exprraid.cpp,exprraid,1986,Data East USA,good
exterm,exterm.cpp,,1989,Gottlieb / Premier Technology,good
extrmatn,tnzs.cpp,,1987,Taito Corporation Japan,good
extrmatnj,tnzs.cpp,extrmatn,1987,Taito Corporation,good
extrmatnu,tnzs.cpp,extrmatn,1987,Taito (World Games license),good
exzisus,exzisus.cpp,,1987,Taito Corporation,good
exzisusa,exzisus.cpp,exzisus,1987,Taito Corporation,good
exzisust,exzisus.cpp,exzisus,1987,Taito Corporation (TAD license),good
eyes,pacman.cpp,,1982,Techstar (Rock-Ola license),good
eyes2,pacman.cpp,eyes,1982,Techstar (Rock-Ola license),good
eyesb,pacman.cpp,eyes,1982,bootleg,good
eyeszac,pacman.cpp,eyes,1982,Techstar (Zaccaria license),preliminary
eyeszacb,pacman.cpp,eyes,1982,bootleg,good
f1,apricotf.cpp,,1984,ACT,preliminary
f10,apricotf.cpp,f1,1985,ACT,preliminary
f14_l1,s11a.cpp,,1987,Williams,preliminary
f14_p3,s11a.cpp,f14_l1,1987,Williams,preliminary
f14_p4,s11a.cpp,f14_l1,1987,Williams,preliminary
f14_p5,s11a.cpp,f14_l1,1987,Williams,preliminary
f1dream,tigeroad.cpp,,1988,Capcom (Romstar license),preliminary
f1dreamb,tigeroad.cpp,f1dream,1988,bootleg,good
f1dreamba,tigeroad.cpp,f1dream,1988,bootleg,good
f1e,apricotf.cpp,f1,1984,ACT,preliminary
f1gpp,by35.cpp,,1987,Nuova Bell Games,preliminary
f2,apricotf.cpp,f1,1984,ACT,preliminary
faceoff,namcos1.cpp,,1988,Namco,good
faceoffh,chexx.cpp,chexx83,1983,"SoftLogic (Entertainment Enterprises, Ltd. license)",preliminary
faeton,jp.cpp,,1985,Juegos Populares,preliminary
falcnwldc,goldnpkr.cpp,falcnwld,1983,Falcon,preliminary
falcon,phoenix.cpp,phoenix,1980,bootleg,good
falconz,phoenix.cpp,phoenix,1980,bootleg,good
famibox,famibox.cpp,,1986,Nintendo,imperfect
famicom,nes.cpp,nes,1983,Nintendo,imperfect
famitwin,nes.cpp,nes,1986,Sharp,imperfect
fantasy,snk6502.cpp,,1981,SNK,imperfect
fantasyj,snk6502.cpp,fantasy,1981,SNK,imperfect
fantasyu,snk6502.cpp,fantasy,1981,SNK (Rock-Ola license),imperfect
fantazia,galaxian.cpp,mooncrst,1980,bootleg? (Subelectro),good
fantzn2,segae.cpp,,1988,Sega,good
fantzone,segas16a.cpp,,1986,Sega,good
fantzone1,segas16a.cpp,fantzone,1986,Sega,good
fantzonep,segas16a.cpp,fantzone,1986,Sega,good
fantzonepr,segas16a.cpp,fantzone,1986,Sega,imperfect
fanucspg,fanucspmg.cpp,,1983,Fanuc,preliminary
fanucspgm,fanucspmg.cpp,fanucspg,1983,Fanuc,preliminary
farfalla,zac_2.cpp,,1983,Zaccaria,preliminary
farfallag,zac_2.cpp,farfalla,1983,Zaccaria,preliminary
farfallai,zac_2.cpp,farfalla,1983,Zaccaria,preliminary
farmer,ikki.cpp,ikki,1985,Sun Electronics,good
farwest,ironhors.cpp,ironhors,1986,bootleg?,preliminary
fastfred,fastfred.cpp,flyboy,1982,Kaneko (Atari license),good
fastlane,fastlane.cpp,,1987,Konami,imperfect
fathom,by35.cpp,,1981,Bally,preliminary
fax,exidy.cpp,,1983,Exidy,good
fax2,exidy.cpp,fax,1983,Exidy,good
fb01,fb01.cpp,,1986,Yamaha,good
fball_ii,by35.cpp,,1981,Bally,preliminary
fbclass,by35.cpp,,1984,Bally,preliminary
fc100,fc100.cpp,,1982,Goldstar,preliminary
fccpu1,force68k.cpp,,1983,Force Computers Gmbh,good
fcombat,fcombat.cpp,,1985,Jaleco,preliminary
fdpc200,msx.cpp,,1983,Fenner,good
fds,nes.cpp,nes,1983,Nintendo,imperfect
fellow,vtech1.cpp,laser200,1983,Salora,good
fenix,phoenix.cpp,phoenix,1980,bootleg,preliminary
ffantasy,dec0.cpp,hippodrm,1989,Data East Corporation,good
ffantasya,dec0.cpp,hippodrm,1989,Data East Corporation,good
ffantasybl,dec0.cpp,hippodrm,1989,bootleg,imperfect
ffight,cps1.cpp,,1989,Capcom,good
ffighta,cps1.cpp,ffight,1989,Capcom,good
ffightj,cps1.cpp,ffight,1989,Capcom,good
ffightj1,cps1.cpp,ffight,1989,Capcom,good
ffightj2,cps1.cpp,ffight,1989,Capcom,good
ffightj3,cps1.cpp,ffight,1989,Capcom,good
ffightjh,cps1.cpp,ffight,1989,bootleg,good
ffightu,cps1.cpp,ffight,1989,Capcom,good
ffightu1,cps1.cpp,ffight,1989,Capcom,good
ffightua,cps1.cpp,ffight,1989,Capcom,good
ffightub,cps1.cpp,ffight,1989,Capcom,good
ffightuc,cps1.cpp,ffight,1989,Capcom,good
fghtbskt,m63.cpp,,1984,Paradise Co. Ltd.,good
fhawk,taito_l.cpp,,1988,Taito Corporation Japan,good
fhawkj,taito_l.cpp,fhawk,1988,Taito Corporation,good
fieldday,40love.cpp,,1984,Taito Corporation,good
fightrol,rollrace.cpp,,1983,Kaneko (Taito license),imperfect
finalb,taito_f2.cpp,,1988,Taito Corporation Japan,good
finalbj,taito_f2.cpp,finalb,1988,Taito Corporation,good
finalbu,taito_f2.cpp,finalb,1988,Taito America Corporation,good
finalizr,finalizr.cpp,,1985,Konami,imperfect
finalizrb,finalizr.cpp,finalizr,1985,bootleg,imperfect
finallap,namcos2.cpp,,1987,Namco,imperfect
finallapc,namcos2.cpp,finallap,1987,Namco,imperfect
finallapd,namcos2.cpp,finallap,1987,Namco,imperfect
finallapjb,namcos2.cpp,finallap,1987,Namco,imperfect
finallapjc,namcos2.cpp,finallap,1987,Namco,imperfect
findout,gei.cpp,,1987,Elettronolo,imperfect
finehour,namcos2.cpp,,1989,Namco,good
fire_l3,s11a.cpp,,1987,Williams,preliminary
fireact,taito.cpp,,1981,Taito do Brasil,preliminary
fireball,fireball.cpp,,1989,Valco,preliminary
firebatl,clshroad.cpp,,1984,Taito,imperfect
firebeas,cloud9.cpp,,1983,Atari,good
firebird,nsm.cpp,,1985,NSM,preliminary
firefox,firefox.cpp,,1984,Atari,good
firefoxa,firefox.cpp,firefox,1984,Atari,good
firemntn,zac_1.cpp,,1980,Zaccaria,preliminary
fireshrka,toaplan1.cpp,fireshrk,1989,Toaplan,preliminary
firetrap,firetrap.cpp,,1986,Wood Place Inc. (Data East USA license),good
firetrapa,firetrap.cpp,firetrap,1986,Wood Place Inc. (Data East USA license),good
firetrapbl,firetrap.cpp,firetrap,1986,bootleg,good
firetrapj,firetrap.cpp,firetrap,1986,Wood Place Inc.,good
fitegolf,snk.cpp,,1988,SNK,good
fitegolfu,snk.cpp,fitegolf,1988,SNK,good
fitter,thepit.cpp,roundup,1981,Taito Corporation,good
fitterbl,thepit.cpp,roundup,1981,bootleg,good
fk1,fk1.cpp,,1989,Statni statek Klicany,preliminary
flashgal,kyugo.cpp,,1985,Kyugo / Sega,good
flashgala,kyugo.cpp,flashgal,1985,Kyugo / Sega,good
flashgdn,by35.cpp,,1981,Bally,preliminary
flashgdnf,by35.cpp,flashgdn,1981,Bally,preliminary
flashgdnp1,by68701.cpp,flashgdn,1981,Bally,preliminary
flashgdnp2,by68701.cpp,flashgdn,1981,Bally,preliminary
flashgdnv,by35.cpp,flashgdn,1981,Bally,preliminary
fldragon,play_5.cpp,,1986,Playmatic,preliminary
flicky,system1.cpp,,1984,Sega,good
flickyo,system1.cpp,flicky,1984,Sega,good
flickys1,system1.cpp,flicky,1984,Sega,good
flickys2,system1.cpp,flicky,1984,Sega,good
flight2k,st_mp200.cpp,,1980,Stern,preliminary
flipull,taito_l.cpp,plotting,1989,Taito Corporation,good
flkatck,flkatck.cpp,mx5000,1987,Konami,good
flkatcka,flkatck.cpp,mx5000,1987,Konami,good
flower,flower.cpp,,1986,Clarue (Komax license),imperfect
flowerj,flower.cpp,flower,1986,Clarue (Sega / Alpha Denshi Co. license),imperfect
flstory,flstory.cpp,,1985,Taito,imperfect
flstoryj,flstory.cpp,flstory,1985,Taito,imperfect
flyboy,fastfred.cpp,,1982,Kaneko,good
flyboyb,fastfred.cpp,flyboy,1982,bootleg,good
fm11,fm7.cpp,,1982,Fujitsu,preliminary
fm16beta,fm7.cpp,,1982,Fujitsu,preliminary
fm7,fm7.cpp,,1982,Fujitsu,good
fm7740sx,fm7.cpp,fm7,1985,Fujitsu,preliminary
fm77av,fm7.cpp,fm7,1985,Fujitsu,imperfect
fm8,fm7.cpp,,1981,Fujitsu,good
fmnew7,fm7.cpp,fm7,1984,Fujitsu,good
fmtowns,fmtowns.cpp,,1989,Fujitsu,preliminary
fmtownsa,fmtowns.cpp,fmtowns,1989,Fujitsu,preliminary
fmx,msx.cpp,,1983,Fujitsu,good
fnkyfish,kangaroo.cpp,,1981,Sun Electronics,good
fnshark,twincobr.cpp,fshark,1987,bootleg,good
fnvision,crvision.cpp,crvision,1982,Video Technology,good
foodf,foodf.cpp,,1982,General Computer Corporation (Atari license),good
foodf1,foodf.cpp,foodf,1982,General Computer Corporation (Atari license),good
foodf2,foodf.cpp,foodf,1982,General Computer Corporation (Atari license),good
foodfc,foodf.cpp,foodf,1982,General Computer Corporation (Atari license),good
forcebrk,brkthru.cpp,brkthru,1986,bootleg,good
forceii,gts80.cpp,,1981,Gottlieb,preliminary
forgottn,cps1.cpp,,1988,Capcom,good
forgottna,cps1.cpp,forgottn,1988,Capcom,good
forgottnu,cps1.cpp,forgottn,1988,Capcom,good
forgottnu1,cps1.cpp,forgottn,1988,Capcom,good
forgottnua,cps1.cpp,forgottn,1988,Capcom,good
forgottnuaa,cps1.cpp,forgottn,1988,Capcom,good
formatz,aeroboto.cpp,,1984,Jaleco,imperfect
fortune1,videopkr.cpp,videopkr,1984,IGT - International Game Technology,good
fourtrax,namcos2.cpp,,1989,Namco,imperfect
fourx4,atari_s2.cpp,,1982,Atari,preliminary
fp,apricotp.cpp,,1984,ACT,preliminary
fp1100,fp1100.cpp,,1983,Casio,preliminary
fp200,fp200.cpp,,1982,Casio,preliminary
fp6000,fp6000.cpp,,1985,Casio,preliminary
fpc500,msx.cpp,,1984,Fenner,good
fpoint,segas16b.cpp,,1989,Sega,good
fpoint1,segas16b.cpp,fpoint,1989,Sega,good
fpoint1d,segas16b.cpp,fpoint,1989,bootleg,good
fpointbj,system16.cpp,fpoint,1989,bootleg (Datsu),preliminary
fpointbl,system16.cpp,fpoint,1989,bootleg (Datsu),preliminary
fpointd,segas16b.cpp,fpoint,1989,bootleg,good
fpwr2_l2,s7.cpp,,1983,Williams,preliminary
freefall,st_mp200.cpp,,1981,Stern,preliminary
freekick,freekick.cpp,,1987,Nihon System (Merit license),good
freekicka,freekick.cpp,freekick,1987,Nihon System,good
freekickb1,freekick.cpp,freekick,1987,bootleg,good
freekickb2,freekick.cpp,freekick,1987,bootleg,good
freekickb3,freekick.cpp,freekick,1987,bootleg,good
freeze,jack.cpp,,1984,Cinematronics,good
frenzy,berzerk.cpp,,1981,Stern Electronics,good
friskyt,seicross.cpp,,1981,Nichibutsu,good
friskyta,seicross.cpp,friskyt,1981,Nichibutsu,good
friskytb,seicross.cpp,friskyt,1981,Nichibutsu,good
frogf,galaxian.cpp,frogger,1981,bootleg (Falcon),good
frogg,galaxian.cpp,frogger,1981,bootleg,good
frogger,galaxian.cpp,,1981,Konami,good
froggeram,galaxian.cpp,frogger,1981,bootleg,preliminary
froggermc,galaxian.cpp,frogger,1981,Konami (Sega license),good
froggers,galaxian.cpp,frogger,1981,bootleg,good
froggers1,galaxian.cpp,frogger,1981,Konami (Sega license),good
froggers2,galaxian.cpp,frogger,1981,Konami (Sega license),good
froggerv,galaxold.cpp,frogger,1981,bootleg (Videotron / Gamepack),good
froggrs,galaxian.cpp,frogger,1981,bootleg (Coin Music),good
frontier,by35.cpp,,1980,Bally,preliminary
frontlin,taitosj.cpp,,1982,Taito Corporation,good
fround,twin16.cpp,,1988,Konami,good
froundl,twin16.cpp,fround,1988,Konami,good
frpwr_l2,s6.cpp,frpwr_l6,1980,Williams,preliminary
frpwr_l6,s6.cpp,,1980,Williams,preliminary
frpwr_t6,s6.cpp,frpwr_l6,1980,Williams,preliminary
fruitbun,jangou.cpp,cntrygrl,1984,Nichibutsu,good
fs1300,msx.cpp,,1985,National / Matsushita,good
fs4000,msx.cpp,,1985,National / Matsushita,good
fs4000a,msx.cpp,fs4000,1985,National / Matsushita,good
fs4500,msx.cpp,,1986,National / Matsushita,good
fs4600,msx.cpp,,1986,National / Matsushita,good
fs4700,msx.cpp,,1986,National / Matsushita,good
fs5000,msx.cpp,,1986,National / Matsushita,good
fs5500f1,msx.cpp,fs5500f2,1985,National / Matsushita,good
fs5500f2,msx.cpp,,1985,National / Matsushita,good
fsa1,msx.cpp,fsa1a,1986,Panasonic / Matsushita,good
fsa1a,msx.cpp,,1986,Panasonic / Matsushita,good
fsa1f,msx.cpp,,1987,Panasonic / Matsushita,good
fsa1fm,msx.cpp,,1987,Panasonic / Matsushita,good
fsa1fx,msx.cpp,,1988,Panasonic / Matsushita,good
fsa1mk2,msx.cpp,,1987,Panasonic / Matsushita,good
fsa1wsx,msx.cpp,,1989,Panasonic / Matsushita,good
fsa1wx,msx.cpp,fsa1wxa,1988,Panasonic / Matsushita,good
fsa1wxa,msx.cpp,,1988,Panasonic / Matsushita,good
fshark,twincobr.cpp,,1987,Toaplan / Taito Corporation,good
fsharkbt,twincobr.cpp,fshark,1987,bootleg,good
fsoccer,snk.cpp,,1988,SNK,good
fsoccerb,snk.cpp,fsoccer,1988,bootleg,good
fsoccerba,snk.cpp,fsoccer,1988,bootleg,good
fsoccerj,snk.cpp,fsoccer,1988,SNK,good
fspc800,msx.cpp,,1986,Fenner,good
fspiderb,jollyjgr.cpp,,1981,Taito Corporation,good
fstm1,msx.cpp,,1985,Toshiba,good
fullthrl,topspeed.cpp,topspeed,1987,Taito Corporation,good
funcsino,statriv2.cpp,,1981,Status Games,good
funkybee,funkybee.cpp,,1982,Orca,good
funkybeeb,funkybee.cpp,funkybee,1982,bootleg,good
funnymou,thepit.cpp,suprmous,1982,Taito Corporation (Chuo Co. Ltd license),good
futflash,laserbas.cpp,laserbas,1981,Hoei,preliminary
futrquen,by35.cpp,,1987,Nuova Bell Games,preliminary
futspy,zaxxon.cpp,,1984,Sega,imperfect
fvrpitch,aristmk4.cpp,,1986,Ainsworth Nominees P.L.,good
fx,kyugo.cpp,srdmissn,1986,bootleg,good
g7400,odyssey2.cpp,odyssey2,1983,Philips,imperfect
gaiden,gaiden.cpp,shadoww,1988,Tecmo,good
galaga,galaga.cpp,,1981,Namco,imperfect
galaga3,gaplus.cpp,gaplus,1984,Namco,imperfect
galaga3a,gaplus.cpp,gaplus,1984,Namco,imperfect
galaga3b,gaplus.cpp,gaplus,1984,Namco,imperfect
galaga3c,gaplus.cpp,gaplus,1984,Namco,imperfect
galaga3m,gaplus.cpp,gaplus,1984,Namco,imperfect
galaga88,namcos1.cpp,,1987,Namco,good
galaga88a,namcos1.cpp,galaga88,1987,Namco,good
galaga88j,namcos1.cpp,galaga88,1987,Namco,good
galagamf,galaga.cpp,galaga,1981,Namco (Midway license),imperfect
galagamk,galaga.cpp,galaga,1981,Namco (Midway license),imperfect
galagamw,galaga.cpp,galaga,1981,Namco (Midway license),imperfect
galagao,galaga.cpp,galaga,1981,Namco,imperfect
galaxrf,galaxian.cpp,galaxian,1980,bootleg (Recreativos Franco S.A.),good
galaxrfgg,galaxian.cpp,galaxian,1980,bootleg (Recreativos Franco S.A.),good
galaxy,galaxy.cpp,,1983,Elektronika inzenjering,good
galaxy2,hh_ucom4.cpp,,1981,Epoch,good
galaxygn,fantland.cpp,,1989,Electronic Devices Italy,imperfect
galaxyp,galaxy.cpp,galaxy,1985,Elektronika inzenjering,good
galaxypi,st_mp200.cpp,,1980,Stern,preliminary
galaxyr,segald.cpp,,1983,Sega,preliminary
galaxyrp,segald.cpp,galaxyr,1983,Sega,preliminary
galds,pastelg.cpp,threeds,1985,Nihon System Corp.,good
galeb,galeb.cpp,,1981,PEL Varazdin,good
galemp,galaxian.cpp,uniwars,1980,bootleg (Taito do Brasil),good
galivan,galivan.cpp,,1985,Nichibutsu,good
galivan2,galivan.cpp,galivan,1985,Nichibutsu,good
galivan3,galivan.cpp,galivan,1985,Nichibutsu,good
galkaika,nbmj8991.cpp,,1989,Nichibutsu / T.R.Tec,good
galkoku,nbmj8991.cpp,,1989,Nichibutsu / T.R.Tec,good
gallag,galaga.cpp,galaga,1981,bootleg,imperfect
gamatron,st_mp200.cpp,flight2k,1985,Pinstar,preliminary
gamatros,peyper.cpp,,1986,Sonic,preliminary
gamepock,gamepock.cpp,,1984,Epoch,good
gangwars,alpha68k.cpp,,1989,Alpha Denshi Co.,good
gangwarsb,alpha68k.cpp,gangwars,1989,bootleg,good
gangwarsj,alpha68k.cpp,gangwars,1989,Alpha Denshi Co.,good
gangwarsu,alpha68k.cpp,gangwars,1989,Alpha Denshi Co.,good
gaplus,gaplus.cpp,,1984,Namco,imperfect
gaplusa,gaplus.cpp,gaplus,1984,Namco,imperfect
gaplusd,gaplus.cpp,gaplus,1984,Namco,imperfect
gardia,system1.cpp,,1986,Coreland / Sega,good
gardiab,system1.cpp,gardia,1986,bootleg,imperfect
gardiaj,system1.cpp,gardia,1986,Coreland / Sega,imperfect
garuka,mainevt.cpp,devstors,1988,Konami,good
garyoret,dec8.cpp,,1987,Data East Corporation,good
gatsbee,galaga.cpp,galaga,1984,hack,imperfect
gaunt2,gauntlet.cpp,,1986,Atari Games,good
gaunt22p,gauntlet.cpp,gaunt2,1986,Atari Games,good
gaunt22p1,gauntlet.cpp,gaunt2,1986,Atari Games,good
gaunt22pg,gauntlet.cpp,gaunt2,1986,Atari Games,good
gaunt2g,gauntlet.cpp,gaunt2,1986,Atari Games,good
gauntlet,gauntlet.cpp,,1985,Atari Games,good
gauntlet2p,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntlet2pg,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntlet2pg1,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntlet2pj,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntlet2pj2,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntlet2pr3,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletg,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletgr3,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletgr6,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletgr8,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletj,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletj12,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletr1,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletr2,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletr4,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletr5,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletr7,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntletr9,gauntlet.cpp,gauntlet,1985,Atari Games,good
gauntlets,gauntlet.cpp,gauntlet,1985,Atari Games,good
gberet,gberet.cpp,,1985,Konami,good
gberetb,gberet.cpp,gberet,1985,bootleg,good
gbusters,thunderx.cpp,,1988,Konami,good
gbustersa,thunderx.cpp,gbusters,1988,Konami,good
gcastle,gladiatr.cpp,gladiatr,1986,Allumer / Taito Corporation,good
gckong,hh_hmcs40.cpp,,1982,Gakken,preliminary
gdigdug,hh_hmcs40.cpp,,1983,Gakken,good
gekisha,dynax.cpp,,1989,Dynax,good
gekisou,equites.cpp,,1985,Eastern Corp.,preliminary
gekitsui,cntsteer.cpp,zerotrgt,1985,Data East Corporation,preliminary
gemini,tecmo.cpp,,1987,Tecmo,good
gemini2k,taito.cpp,,1982,Taito do Brasil,preliminary
gemini2k1,taito.cpp,gemini2k,1982,Taito do Brasil,preliminary
genesis,megadriv.cpp,,1989,Sega,good
genesisp,gts80b.cpp,,1986,Gottlieb,preliminary
geneve,geneve.cpp,,1987,Myarc,good
genpeitd,namcos86.cpp,,1986,Namco,good
gensitou,prehisle.cpp,prehisle,1989,SNK,good
gepoker,gei.cpp,,1984,Greyhound Electronics,imperfect
gepoker1,gei.cpp,gepoker,1984,Greyhound Electronics,imperfect
gepoker2,gei.cpp,gepoker,1984,Greyhound Electronics,imperfect
getstarb1,slapfght.cpp,grdian,1986,bootleg,good
getstarb2,slapfght.cpp,grdian,1986,bootleg,good
getstarj,slapfght.cpp,grdian,1986,Toaplan / Taito,good
gforce2,segaybd.cpp,,1988,Sega,good
gforce2j,segaybd.cpp,gforce2,1988,Sega,good
gforce2ja,segaybd.cpp,gforce2,1988,Sega,good
gforce2sd,segaybd.cpp,gforce2,1988,Sega,good
gghost,balsente.cpp,,1984,Bally/Sente,good
gground,segas24.cpp,,1988,Sega,good
ggroundj,segas24.cpp,gground,1988,Sega,good
ghalien,hh_hmcs40.cpp,,1980,Gakken,good
ghostb,dec8.cpp,,1987,Data East USA,good
ghostb2a,dec8.cpp,ghostb,1987,Data East USA,good
ghostb3,dec8.cpp,ghostb,1987,Data East USA,good
ghostmun,galaxian.cpp,puckman,1981,bootleg (Leisure and Allied),good
ghouls,cps1.cpp,,1988,Capcom,good
ghoulsu,cps1.cpp,ghouls,1988,Capcom,good
ghunter,deadang.cpp,deadang,1988,Seibu Kaihatsu,good
ghunters,deadang.cpp,deadang,1988,Seibu Kaihatsu (Segasa/Sonic license),good
gigandes,taito_x.cpp,,1989,East Technology,good
gigandesa,taito_x.cpp,gigandes,1989,East Technology,good
gigas,freekick.cpp,,1986,Sega,preliminary
gigasb,freekick.cpp,gigas,1986,bootleg,good
gigasm2b,freekick.cpp,,1986,bootleg,good
gimeabrk,balsente.cpp,,1985,Bally/Sente,good
gimix,gimix.cpp,,1980,Gimix,preliminary
ginganin,ginganin.cpp,,1987,Jaleco,good
ginganina,ginganin.cpp,ginganin,1987,Jaleco,good
gionbana,nbmj8891.cpp,,1989,Nichibutsu,good
gjackpot,hh_tms1k.cpp,,1980,Gakken,good
gjungler,hh_melps4.cpp,,1982,Gakken / Konami,preliminary
gladiatr,gladiatr.cpp,,1986,Allumer / Taito America Corporation,good
glasgow,glasgow.cpp,,1984,Hegener & Glaser Muenchen,good
gldarrow,meyc8088.cpp,,1984,"Meyco Games, Inc.",good
gldnpkr,aristmk4.cpp,,1986,Ainsworth Nominees P.L.,good
gmgalax,galaxian.cpp,,1981,bootleg,good
gmine_l2,s11.cpp,,1987,Williams,preliminary
gng,gng.cpp,,1985,Capcom,good
gnga,gng.cpp,gng,1985,Capcom,good
gngbl,gng.cpp,gng,1985,bootleg,good
gngblita,gng.cpp,gng,1985,bootleg,good
gngc,gng.cpp,gng,1985,Capcom,good
gngprot,gng.cpp,gng,1985,Capcom,good
gngt,gng.cpp,gng,1985,Capcom (Taito America license),good
gnwmndon,hh_sm510.cpp,,1982,Nintendo,preliminary
goaltogo,cliffhgr.cpp,,1983,Stern Electronics,preliminary
gogold,taito_h.cpp,recordbr,1988,Taito Corporation,good
goindol,goindol.cpp,,1987,SunA,preliminary
goindolk,goindol.cpp,goindol,1987,SunA,preliminary
goindolu,goindol.cpp,goindol,1987,SunA,preliminary
goinnuts,gts80a.cpp,,1983,Gottlieb,preliminary
goldball,by35.cpp,,1983,Bally,preliminary
goldballn,by35.cpp,goldball,1983,Bally,preliminary
goldbug,cvs.cpp,,1982,Century Electronics,imperfect
goldmedl,alpha68k.cpp,,1988,SNK,good
goldmedla,alpha68k.cpp,goldmedl,1988,SNK,good
goldmedlb,alpha68k.cpp,goldmedl,1988,bootleg,preliminary
goldnaxe,segas16b.cpp,,1989,Sega,good
goldnaxe1,segas16b.cpp,goldnaxe,1989,Sega,good
goldnaxe1d,segas16b.cpp,goldnaxe,1989,bootleg,good
goldnaxe2,segas16b.cpp,goldnaxe,1989,Sega,good
goldnaxe3,segas16b.cpp,goldnaxe,1989,Sega,good
goldnaxe3d,segas16b.cpp,goldnaxe,1989,bootleg,good
goldnaxeb1,system16.cpp,goldnaxe,1989,bootleg,preliminary
goldnaxeb2,system16.cpp,goldnaxe,1989,bootleg,preliminary
goldnaxej,segas16b.cpp,goldnaxe,1989,Sega,good
goldnaxejd,segas16b.cpp,goldnaxe,1989,bootleg,good
goldnaxeu,segas16b.cpp,goldnaxe,1989,Sega,good
goldnaxeud,segas16b.cpp,goldnaxe,1989,bootleg,good
goldnpkb,goldnpkr.cpp,goldnpkr,1981,"Bonanza Enterprises, Ltd",good
goldnpkr,goldnpkr.cpp,,1981,"Bonanza Enterprises, Ltd",good
goldwing,gts80b.cpp,,1986,Gottlieb,preliminary
gomoku,gomoku.cpp,,1981,Nichibutsu,good
gondo,dec8.cpp,,1987,Data East USA,good
goonies,vsnes.cpp,,1986,Konami,good
gorf,astrocde.cpp,,1981,Dave Nutting Associates / Midway,imperfect
gorfpgm1,astrocde.cpp,gorf,1981,Dave Nutting Associates / Midway,imperfect
gorfpgm1g,astrocde.cpp,gorf,1981,Dave Nutting Associates / Midway,imperfect
